product_key,product_name,category,subcategory,cost,last_sale_date,recency_in_months,product_obsolescence_status,lifetime_sales_tier,active_lifespan_tier,product_margin_segment,product_profit_volume_segment,purchase_frequency_tier,total_sales,total_quantity,total_orders,total_customers,lifespan_months,avg_selling_price,avg_order_revenue,avg_monthly_revenue,sales_2012,sales_2013,product_yoy_sales_growth_rate
200,LL Road Frame - Black- 62,Components,Road Frames,205,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
201,ML Road Frame-W - Yellow- 38,Components,Road Frames,361,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
202,ML Road Frame-W - Yellow- 40,Components,Road Frames,361,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
203,ML Road Frame-W - Yellow- 42,Components,Road Frames,361,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
204,ML Road Frame-W - Yellow- 44,Components,Road Frames,361,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
205,ML Road Frame-W - Yellow- 48,Components,Road Frames,361,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
206,HL Road Frame - Black- 44,Components,Road Frames,869,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
207,HL Road Frame - Black- 48,Components,Road Frames,869,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
208,HL Road Frame - Black- 52,Components,Road Frames,869,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
209,HL Road Frame - Black- 62,Components,Road Frames,869,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
210,HL Road Frame - Red- 44,Components,Road Frames,869,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
211,HL Road Frame - Red- 48,Components,Road Frames,869,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
212,HL Road Frame - Red- 52,Components,Road Frames,869,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
213,HL Road Frame - Red- 56,Components,Road Frames,869,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
214,HL Road Frame - Red- 62,Components,Road Frames,869,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
215,LL Touring Frame - Blue- 44,Components,Touring Frames,200,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
216,LL Touring Frame - Blue- 50,Components,Touring Frames,200,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
217,LL Touring Frame - Blue- 54,Components,Touring Frames,200,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
218,LL Touring Frame - Blue- 58,Components,Touring Frames,200,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
219,LL Touring Frame - Blue- 62,Components,Touring Frames,200,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
220,LL Touring Frame - Yellow- 44,Components,Touring Frames,200,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
221,LL Touring Frame - Yellow- 50,Components,Touring Frames,200,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
222,LL Touring Frame - Yellow- 54,Components,Touring Frames,200,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
223,LL Touring Frame - Yellow- 58,Components,Touring Frames,200,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
224,LL Touring Frame - Yellow- 62,Components,Touring Frames,200,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
225,HL Touring Frame - Blue- 46,Components,Touring Frames,602,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
226,HL Touring Frame - Blue- 50,Components,Touring Frames,602,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
227,HL Touring Frame - Blue- 54,Components,Touring Frames,602,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
228,HL Touring Frame - Blue- 60,Components,Touring Frames,602,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
229,HL Touring Frame - Yellow- 46,Components,Touring Frames,602,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
230,HL Touring Frame - Yellow- 50,Components,Touring Frames,602,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
231,HL Touring Frame - Yellow- 54,Components,Touring Frames,602,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
232,HL Touring Frame - Yellow- 60,Components,Touring Frames,602,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
233,Half-Finger Gloves- L,Clothing,Gloves,9,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,10632,443,443,437,13,24,24,759.43,24,10248,426
234,Half-Finger Gloves- M,Clothing,Gloves,9,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,11976,499,499,488,13,24,24,855.43,24,11376,473
235,Half-Finger Gloves- S,Clothing,Gloves,9,25/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,11688,487,487,478,13,24,24,834.86,24,11064,460
236,LL Mountain Handlebars,Components,Handlebars,20,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
237,ML Mountain Handlebars,Components,Handlebars,27,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
238,HL Mountain Handlebars,Components,Handlebars,53,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
239,LL Road Handlebars,Components,Handlebars,20,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
240,ML Road Handlebars,Components,Handlebars,27,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
241,HL Road Handlebars,Components,Handlebars,53,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
242,LL Touring Handlebars,Components,Handlebars,20,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
243,HL Touring Handlebars,Components,Handlebars,41,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
244,Sport-100 Helmet- Black,Accessories,Helmets,13,28/01/2014,-1,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,72975,2085,2085,2024,13,35,35,5212.5,210,69895,331.8333
245,Sport-100 Helmet- Blue,Accessories,Helmets,13,28/01/2014,-1,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,74375,2125,2124,2049,13,35,35.02,5312.5,350,71050,202
246,Sport-100 Helmet- Red,Accessories,Helmets,13,28/01/2014,-1,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,78050,2230,2230,2147,13,35,35,5575,350,75145,213.7
247,Hydration Pack - 70 oz.,Accessories,Hydration Packs,21,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,40315,733,733,719,13,55,55,2879.64,110,38940,353
248,Long-Sleeve Logo Jersey- L,Clothing,Jerseys,38,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),Stable Margin Core (15%-40%),Steady Cash Contributor ($5k-$20k),Repeat Purchase,22650,453,452,449,13,50,50.11,1617.86,150,21550,142.6667
249,Long-Sleeve Logo Jersey- M,Clothing,Jerseys,38,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),Stable Margin Core (15%-40%),Steady Cash Contributor ($5k-$20k),Repeat Purchase,22100,442,442,436,13,50,50,1578.57,50,20850,416
250,Long-Sleeve Logo Jersey- S,Clothing,Jerseys,38,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Steady Cash Contributor ($5k-$20k),Repeat Purchase,21450,429,429,426,12,50,50,1650,0,20350,1
251,Long-Sleeve Logo Jersey- XL,Clothing,Jerseys,38,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Low Cash / Minor Contributor ($0-$5k),Repeat Purchase,20700,414,413,409,12,50,50.12,1592.31,0,19850,1
252,LL Mountain Pedal,Unassigned,Unassigned,18,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
253,ML Mountain Pedal,Unassigned,Unassigned,28,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
254,HL Mountain Pedal,Unassigned,Unassigned,36,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
255,LL Road Pedal,Unassigned,Unassigned,18,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
256,ML Road Pedal,Unassigned,Unassigned,28,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
257,HL Road Pedal,Unassigned,Unassigned,36,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
258,Touring Pedal,Unassigned,Unassigned,36,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
259,Patch Kit/8 Patches,Accessories,Tires and Tubes,1,28/01/2014,-1,Active / Fast-Moving,Low-Performer (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Low Cash / Minor Contributor ($0-$5k),Repeat Purchase,6378,3189,3189,2948,13,2,2,455.57,8,6048,755
260,Hitch Rack - 4-Bike,Accessories,Bike Racks,45,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,39240,327,327,324,12,120,120,3018.46,0,36840,1
261,Rear Brakes,Components,Brakes,47,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
262,Rear Derailleur,Components,Derailleurs,54,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
263,LL Mountain Seat/Saddle,Components,Saddles,12,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
264,ML Mountain Seat/Saddle,Components,Saddles,17,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
265,HL Mountain Seat/Saddle,Components,Saddles,23,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
266,LL Road Seat/Saddle,Components,Saddles,12,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
267,ML Road Seat/Saddle,Components,Saddles,17,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
268,HL Road Seat/Saddle,Components,Saddles,23,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
269,LL Touring Seat/Saddle,Components,Saddles,12,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
270,ML Touring Seat/Saddle,Components,Saddles,17,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
271,HL Touring Seat/Saddle,Components,Saddles,23,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
272,Women's Mountain Shorts- L,Clothing,Shorts,26,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,25410,363,363,363,12,70,70,1954.62,0,23800,1
273,Women's Mountain Shorts- M,Clothing,Shorts,26,26/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,24640,352,352,352,12,70,70,1895.38,0,23380,1
274,Women's Mountain Shorts- S,Clothing,Shorts,26,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,21280,304,304,304,12,70,70,1636.92,0,20230,1
275,Short-Sleeve Classic Jersey- L,Clothing,Jerseys,42,26/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),Stable Margin Core (15%-40%),Low Cash / Minor Contributor ($0-$5k),Repeat Purchase,20196,374,374,372,13,54,54,1442.57,108,19764,182
276,Short-Sleeve Classic Jersey- M,Clothing,Jerseys,42,27/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),Stable Margin Core (15%-40%),Low Cash / Minor Contributor ($0-$5k),Repeat Purchase,21978,407,407,404,13,54,54,1569.86,54,20790,384
277,Short-Sleeve Classic Jersey- S,Clothing,Jerseys,42,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),Stable Margin Core (15%-40%),Low Cash / Minor Contributor ($0-$5k),Repeat Purchase,21924,406,406,402,13,54,54,1566,54,21384,395
278,Short-Sleeve Classic Jersey- XL,Clothing,Jerseys,42,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Low Cash / Minor Contributor ($0-$5k),Repeat Purchase,22086,409,409,405,12,54,54,1698.92,0,21168,1
279,Racing Socks- L,Clothing,Socks,3,27/01/2014,-1,Active / Fast-Moving,Low-Performer (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Low Cash / Minor Contributor ($0-$5k),Repeat Purchase,2430,270,270,269,13,9,9,173.57,18,2340,129
280,Racing Socks- M,Clothing,Socks,3,28/01/2014,-1,Active / Fast-Moving,Low-Performer (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Low Cash / Minor Contributor ($0-$5k),Repeat Purchase,2682,298,298,295,12,9,9,206.31,0,2529,1
281,All-Purpose Bike Stand,Accessories,Bike Stands,59,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,39591,249,249,243,13,159,159,2827.93,159,37683,236
282,LL Mountain Tire,Accessories,Tires and Tubes,9,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,21550,862,860,828,12,25,25.06,1657.69,0,20125,1
283,ML Mountain Tire,Accessories,Tires and Tubes,11,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,34800,1160,1160,1160,13,30,30,2485.71,30,32580,1085
284,HL Mountain Tire,Accessories,Tires and Tubes,13,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,48860,1396,1395,1395,13,35,35.03,3490,140,46935,334.25
285,LL Road Tire,Accessories,Tires and Tubes,8,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,21903,1043,1043,1029,13,21,21,1564.5,105,20622,195.4
286,ML Road Tire,Accessories,Tires and Tubes,9,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,23125,925,925,890,13,25,25,1651.79,50,22275,444.5
287,HL Road Tire,Accessories,Tires and Tubes,12,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,28314,858,858,820,13,33,33,2022.43,132,26532,200
288,Touring Tire,Accessories,Tires and Tubes,11,25/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,27115,935,935,920,13,29,29,1936.79,58,25607,440.5
289,Mountain Tire Tube,Accessories,Tires and Tubes,2,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,15465,3093,3092,2958,13,5,5,1104.64,15,14620,973.6667
290,Road Tire Tube,Accessories,Tires and Tubes,1,28/01/2014,-1,Active / Fast-Moving,Low-Performer (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,9500,2375,2375,2225,13,4,4,678.57,28,8888,316.4286
291,Touring Tire Tube,Accessories,Tires and Tubes,2,28/01/2014,-1,Active / Fast-Moving,Low-Performer (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Low Cash / Minor Contributor ($0-$5k),Repeat Purchase,7435,1487,1487,1410,13,5,5,531.07,10,7010,700
292,Classic Vest- L,Clothing,Vests,24,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,12480,195,195,195,12,64,64,960,0,11968,1
293,Classic Vest- M,Clothing,Vests,24,27/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,12736,199,199,199,12,64,64,979.69,0,11840,1
294,Classic Vest- S,Clothing,Vests,24,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,10944,171,168,168,13,64,65.14,781.71,64,10368,161
295,Water Bottle - 30 oz.,Accessories,Bottles and Cages,2,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,21245,4249,4244,4073,13,5,5.01,1517.5,90,20425,225.9444
